Country,Year,Production,Consumption,Exports,Imports
Estonia,1996,,,,7020000.0
Estonia,1997,,,,8460000.0
Estonia,1998,,,,8100000.0
Estonia,1999,,,,7860000.0
Estonia,2000,,,,6300000.0
Estonia,2001,,,,9660000.0
Estonia,2002,,,,7200000.0
Estonia,2003,,,,8040000.0
Estonia,2004,,,,10560000.0
Estonia,2005,,,,13260000.0
Estonia,2006,,,,15240000.0
Estonia,2007,,,,16620000.0
Estonia,2008,,,,20040000.0
Estonia,2009,,,,21420000.0
Estonia,2010,,,,15780000.0
Estonia,2011,,,,10020000.0
Estonia,2012,,,,9420000.0
Estonia,2013,,,,9360000.0
Estonia,2014,,,,7860000.0
Estonia,2015,,,,7560000.0
Estonia,2016,,,,8100000.0
Estonia,2017,,,,7980000.0
Estonia,2018,,,,8820000.0
Estonia,2019,,,,8880000.0
Ethiopia,1990,174540000.0,72000000.0,64440000.0,
Ethiopia,1991,175500000.0,75840000.0,50460000.0,
Ethiopia,1992,109500000.0,79860000.0,44040000.0,
Ethiopia,1993,178020000.0,84120000.0,70020000.0,
Ethiopia,1994,165780000.0,88560000.0,88500000.0,
Ethiopia,1995,189900000.0,93300000.0,76560000.0,
Ethiopia,1996,204420000.0,98220000.0,110280000.0,
Ethiopia,1997,183420000.0,103440000.0,118800000.0,
Ethiopia,1998,175680000.0,108960000.0,115020000.0,
Ethiopia,1999,227040000.0,114720000.0,109080000.0,
Ethiopia,2000,186900000.0,120840000.0,118920000.0,
Ethiopia,2001,242640000.0,127260000.0,82560000.0,
Ethiopia,2002,245640000.0,134040000.0,123300000.0,
Ethiopia,2003,263640000.0,141180000.0,133740000.0,
Ethiopia,2004,312780000.0,148680000.0,149460000.0,
Ethiopia,2005,286740000.0,156540000.0,146100000.0,
Ethiopia,2006,333060000.0,164880000.0,176160000.0,
Ethiopia,2007,358020000.0,173640000.0,156240000.0,
Ethiopia,2008,296940000.0,182880000.0,171120000.0,
Ethiopia,2009,409800000.0,186540000.0,111060000.0,
Ethiopia,2010,333600000.0,190260000.0,199440000.0,
Ethiopia,2011,339000000.0,194100000.0,160500000.0,
Ethiopia,2012,367920000.0,197940000.0,192180000.0,
Ethiopia,2013,374520000.0,201900000.0,172200000.0,
Ethiopia,2014,382980000.0,205980000.0,187020000.0,
Ethiopia,2015,390900000.0,210060000.0,179100000.0,
Ethiopia,2016,428580000.0,214260000.0,180060000.0,
Ethiopia,2017,440820000.0,218580000.0,226380000.0,
Ethiopia,2018,450660000.0,221100000.0,215340000.0,
Ethiopia,2019,440580000.0,226860000.0,235260000.0,
Finland,1990,,,,65700000.0
Finland,1991,,,,61980000.0
Finland,1992,,,,63300000.0
Finland,1993,,,,78060000.0
Finland,1994,,,,81660000.0
Finland,1995,,,,46140000.0
Finland,1996,,,,59520000.0
Finland,1997,,,,71160000.0
Finland,1998,,,,70080000.0
Finland,1999,,,,72540000.0
Finland,2000,,,,63780000.0
Finland,2001,,,,65040000.0
Finland,2002,,,,64500000.0
Finland,2003,,,,66300000.0
Finland,2004,,,,69120000.0
Finland,2005,,,,69360000.0
Finland,2006,,,,70080000.0
Finland,2007,,,,72420000.0
Finland,2008,,,,77100000.0
Finland,2009,,,,74580000.0
Finland,2010,,,,76440000.0
Finland,2011,,,,77220000.0
Finland,2012,,,,74280000.0
Finland,2013,,,,76500000.0
Finland,2014,,,,72780000.0
Finland,2015,,,,79260000.0
Finland,2016,,,,83340000.0
Finland,2017,,,,81600000.0
Finland,2018,,,,77100000.0
Finland,2019,,,,90900000.0
France,1990,,,,378060000.0
France,1991,,,,393180000.0
France,1992,,,,396720000.0
France,1993,,,,380040000.0
France,1994,,,,382140000.0
France,1995,,,,372840000.0
France,1996,,,,399600000.0
France,1997,,,,402240000.0
France,1998,,,,394560000.0
France,1999,,,,400560000.0
France,2000,,,,391200000.0
France,2001,,,,405180000.0
France,2002,,,,415500000.0
France,2003,,,,399120000.0
France,2004,,,,356400000.0
France,2005,,,,342840000.0
France,2006,,,,371460000.0
France,2007,,,,385200000.0
France,2008,,,,375120000.0
France,2009,,,,400200000.0
France,2010,,,,403020000.0
France,2011,,,,419520000.0
France,2012,,,,410460000.0
France,2013,,,,402780000.0
France,2014,,,,426720000.0
France,2015,,,,408540000.0
France,2016,,,,404280000.0
France,2017,,,,418020000.0
France,2018,,,,457440000.0
France,2019,,,,479580000.0
Gabon,1990,180000.0,102000.0,120000.0,
Gabon,1991,120000.0,60000.0,180000.0,
Gabon,1992,180000.0,48000.0,60000.0,
Gabon,1993,180000.0,48000.0,120000.0,
Gabon,1994,480000.0,60000.0,300000.0,
Gabon,1995,120000.0,48000.0,180000.0,
Gabon,1996,60000.0,49980.0,120000.0,
Gabon,1997,180000.0,48000.0,0.0,
Gabon,1998,240000.0,48000.0,120000.0,
Gabon,1999,120000.0,42900.0,120000.0,
Gabon,2000,0.0,18000.0,60000.0,
Gabon,2001,60000.0,18000.0,120000.0,
Gabon,2002,60000.0,18000.0,0.0,
Gabon,2003,0.0,18000.0,60000.0,
Gabon,2004,0.0,18000.0,0.0,
Gabon,2005,60000.0,18000.0,0.0,
Gabon,2006,60000.0,18000.0,60000.0,
Gabon,2007,60000.0,18000.0,0.0,
Gabon,2008,120000.0,16500.0,0.0,
Gabon,2009,0.0,15000.0,60000.0,
Gabon,2010,120000.0,56820.0,60000.0,
Gabon,2011,60000.0,61920.0,60000.0,
Gabon,2012,60000.0,58020.0,0.0,
Gabon,2013,0.0,34980.0,0.0,
Gabon,2014,60000.0,31020.0,0.0,
Gabon,2015,60000.0,30000.0,0.0,
Gabon,2016,0.0,30000.0,0.0,
Gabon,2017,0.0,30000.0,0.0,
Gabon,2018,60000.0,30000.0,0.0,
Gabon,2019,0.0,30000.0,0.0,
Germany,1990,,,,820260000.0
Germany,1991,,,,793740000.0
Germany,1992,,,,827340000.0
Germany,1993,,,,846420000.0
Germany,1994,,,,814980000.0
Germany,1995,,,,771120000.0
Germany,1996,,,,810420000.0
Germany,1997,,,,834300000.0
Germany,1998,,,,824400000.0
Germany,1999,,,,859200000.0
Germany,2000,,,,833700000.0
Germany,2001,,,,885180000.0
Germany,2002,,,,930960000.0
Germany,2003,,,,943620000.0
Germany,2004,,,,1041360000.0
Germany,2005,,,,1002960000.0
Germany,2006,,,,1112580000.0
Germany,2007,,,,1173840000.0
Germany,2008,,,,1192560000.0
Germany,2009,,,,1164960000.0
Germany,2010,,,,1236180000.0
Germany,2011,,,,1255560000.0
Germany,2012,,,,1308960000.0
Germany,2013,,,,1270440000.0
Germany,2014,,,,1324680000.0
Germany,2015,,,,1278960000.0
Germany,2016,,,,1342080000.0
Germany,2017,,,,1305900000.0
Germany,2018,,,,1328820000.0
Germany,2019,,,,1345920000.0
Ghana,1990,2280000.0,1020000.0,660000.0,
Ghana,1991,4560000.0,1020000.0,960000.0,
Ghana,1992,2220000.0,1020000.0,1920000.0,
Ghana,1993,2700000.0,1020000.0,2820000.0,
Ghana,1994,3420000.0,1680000.0,660000.0,
Ghana,1995,3420000.0,1680000.0,2280000.0,
Ghana,1996,1920000.0,180000.0,240000.0,
Ghana,1997,1620000.0,180000.0,1800000.0,
Ghana,1998,3240000.0,60000.0,1080000.0,
Ghana,1999,5340000.0,60000.0,5640000.0,
Ghana,2000,4560000.0,60000.0,5460000.0,
Ghana,2001,420000.0,60000.0,3420000.0,
Ghana,2002,2040000.0,60000.0,1500000.0,
Ghana,2003,1080000.0,60000.0,1500000.0,
Ghana,2004,1080000.0,95400.0,1320000.0,
Ghana,2005,720000.0,95400.0,1080000.0,
Ghana,2006,1200000.0,60000.0,540000.0,
Ghana,2007,2100000.0,120000.0,1320000.0,
Ghana,2008,1560000.0,120000.0,2160000.0,
Ghana,2009,1140000.0,120000.0,1440000.0,
Ghana,2010,4140000.0,120000.0,420000.0,
Ghana,2011,1800000.0,120000.0,4320000.0,
Ghana,2012,1260000.0,120000.0,1800000.0,
Ghana,2013,1500000.0,120000.0,1380000.0,
Ghana,2014,2100000.0,120000.0,1560000.0,
Ghana,2015,2160000.0,120000.0,2400000.0,
Ghana,2016,1560000.0,120000.0,1620000.0,
Ghana,2017,780000.0,120000.0,1020000.0,
Ghana,2018,900000.0,120000.0,720000.0,
Ghana,2019,840000.0,120000.0,600000.0,
Greece,1990,,,,38520000.0
Greece,1991,,,,24420000.0
Greece,1992,,,,20940000.0
Greece,1993,,,,22500000.0
Greece,1994,,,,30120000.0
Greece,1995,,,,31380000.0
Greece,1996,,,,45960000.0
Greece,1997,,,,47340000.0
Greece,1998,,,,42240000.0
Greece,1999,,,,43980000.0
Greece,2000,,,,47880000.0
Greece,2001,,,,52080000.0
Greece,2002,,,,53820000.0
Greece,2003,,,,59880000.0
Greece,2004,,,,56520000.0
Greece,2005,,,,55860000.0
Greece,2006,,,,53820000.0
Greece,2007,,,,64860000.0
Greece,2008,,,,63360000.0
Greece,2009,,,,62760000.0
Greece,2010,,,,63660000.0
Greece,2011,,,,69300000.0
Greece,2012,,,,74640000.0
Greece,2013,,,,76140000.0
Greece,2014,,,,74040000.0
Greece,2015,,,,72600000.0
Greece,2016,,,,95040000.0
Greece,2017,,,,52020000.0
Greece,2018,,,,69600000.0
Greece,2019,,,,74760000.0
Guatemala,1990,196260000.0,18000000.0,194400000.0,
Guatemala,1991,209820000.0,18000000.0,169920000.0,
Guatemala,1992,259080000.0,18000000.0,199680000.0,
Guatemala,1993,212160000.0,18600000.0,225060000.0,
Guatemala,1994,227220000.0,18600000.0,196440000.0,
Guatemala,1995,240120000.0,18600000.0,222060000.0,
Guatemala,1996,271500000.0,18000000.0,238740000.0,
Guatemala,1997,253140000.0,18000000.0,254640000.0,
Guatemala,1998,293580000.0,18000000.0,212520000.0,
Guatemala,1999,307200000.0,18000000.0,280860000.0,
Guatemala,2000,296400000.0,18000000.0,291120000.0,
Guatemala,2001,220140000.0,18000000.0,246600000.0,
Guatemala,2002,244200000.0,18000000.0,209460000.0,
Guatemala,2003,216600000.0,18000000.0,229260000.0,
Guatemala,2004,222180000.0,18000000.0,198600000.0,
Guatemala,2005,220560000.0,18000000.0,207960000.0,
Guatemala,2006,237000000.0,18000000.0,198720000.0,
Guatemala,2007,246000000.0,18000000.0,223560000.0,
Guatemala,2008,227100000.0,20100000.0,226680000.0,
Guatemala,2009,230100000.0,19200000.0,209580000.0,
Guatemala,2010,237000000.0,20400000.0,208080000.0,
Guatemala,2011,231000000.0,21000000.0,221820000.0,
Guatemala,2012,225780000.0,21600000.0,225000000.0,
Guatemala,2013,191340000.0,22200000.0,214500000.0,
Guatemala,2014,198600000.0,22800000.0,182580000.0,
Guatemala,2015,204600000.0,23400000.0,177660000.0,
Guatemala,2016,221040000.0,23400000.0,179460000.0,
Guatemala,2017,224040000.0,23700000.0,202980000.0,
Guatemala,2018,240420000.0,23700000.0,199620000.0,
Guatemala,2019,216360000.0,23580000.0,216780000.0,
Guinea,1990,2640000.0,1500000.0,7320000.0,
Guinea,1991,5460000.0,1500000.0,3660000.0,
Guinea,1992,4560000.0,3750000.0,3480000.0,
Guinea,1993,3840000.0,1980000.0,900000.0,
Guinea,1994,11880000.0,3000000.0,3000000.0,
Guinea,1995,6240000.0,3000000.0,9120000.0,
Guinea,1996,8880000.0,3000000.0,1920000.0,
Guinea,1997,10320000.0,3000000.0,6840000.0,
Guinea,1998,25260000.0,3000000.0,13680000.0,
Guinea,1999,21840000.0,3000000.0,18060000.0,
Guinea,2000,24000000.0,3000000.0,17520000.0,
Guinea,2001,14160000.0,3000000.0,21360000.0,
Guinea,2002,19680000.0,3000000.0,8160000.0,
Guinea,2003,21960000.0,3000000.0,21300000.0,
Guinea,2004,18960000.0,3000000.0,17760000.0,
Guinea,2005,31500000.0,3000000.0,16740000.0,
Guinea,2006,28380000.0,3000000.0,31140000.0,
Guinea,2007,19380000.0,3000000.0,26160000.0,
Guinea,2008,30300000.0,3000000.0,12480000.0,
Guinea,2009,29940000.0,3000000.0,26340000.0,
Guinea,2010,23160000.0,3000000.0,24360000.0,
Guinea,2011,23160000.0,3000000.0,23100000.0,
Guinea,2012,14040000.0,3000000.0,22620000.0,
Guinea,2013,6060000.0,3000000.0,8040000.0,
Guinea,2014,9900000.0,3000000.0,1440000.0,
Guinea,2015,17160000.0,3000000.0,9120000.0,
Guinea,2016,16200000.0,3000000.0,15000000.0,
Guinea,2017,13740000.0,3000000.0,12960000.0,
Guinea,2018,9180000.0,3000000.0,9420000.0,
Guinea,2019,10680000.0,3000000.0,4140000.0,
Guyana,1990,0.0,0.0,0.0,
Guyana,1991,0.0,0.0,0.0,
Guyana,1992,0.0,0.0,60000.0,
Guyana,1993,0.0,0.0,0.0,
Guyana,1994,0.0,0.0,0.0,
Guyana,1995,0.0,0.0,0.0,
Guyana,1996,0.0,0.0,0.0,
Guyana,1997,0.0,0.0,0.0,
Guyana,1998,360000.0,292020.0,0.0,
Guyana,1999,300000.0,261000.0,60000.0,
Guyana,2000,180000.0,112980.0,60000.0,
Guyana,2001,300000.0,250020.0,60000.0,
Guyana,2002,300000.0,261000.0,60000.0,
Guyana,2003,300000.0,285000.0,60000.0,
Guyana,2004,360000.0,330000.0,60000.0,
Guyana,2005,420000.0,336000.0,60000.0,
Guyana,2006,480000.0,343020.0,120000.0,
Guyana,2007,540000.0,420000.0,120000.0,
Guyana,2008,600000.0,508020.0,120000.0,
Guyana,2009,540000.0,493980.0,60000.0,
Guyana,2010,540000.0,510000.0,60000.0,
Guyana,2011,600000.0,516000.0,60000.0,
Guyana,2012,600000.0,522000.0,120000.0,
Guyana,2013,780000.0,528000.0,60000.0,
Guyana,2014,540000.0,534000.0,780000.0,
Guyana,2015,660000.0,540000.0,120000.0,
Guyana,2016,600000.0,540000.0,120000.0,
Guyana,2017,600000.0,540000.0,60000.0,
Guyana,2018,600000.0,540000.0,60000.0,
Guyana,2019,600000.0,540000.0,60000.0,
Haiti,1990,23580000.0,13200000.0,11460000.0,
Haiti,1991,27780000.0,19800000.0,9060000.0,
Haiti,1992,30000000.0,19800000.0,9960000.0,
Haiti,1993,27060000.0,19800000.0,9540000.0,
Haiti,1994,27000000.0,19800000.0,6180000.0,
Haiti,1995,30840000.0,19800000.0,9120000.0,
Haiti,1996,25680000.0,19800000.0,9360000.0,
Haiti,1997,25920000.0,19800000.0,6060000.0,
Haiti,1998,26340000.0,19800000.0,7620000.0,
Haiti,1999,23940000.0,20400000.0,4320000.0,
Haiti,2000,25200000.0,20400000.0,4380000.0,
Haiti,2001,24180000.0,20400000.0,5220000.0,
Haiti,2002,22440000.0,20400000.0,2460000.0,
Haiti,2003,22440000.0,20400000.0,2220000.0,
Haiti,2004,21900000.0,20400000.0,1920000.0,
Haiti,2005,21360000.0,20400000.0,1500000.0,
Haiti,2006,21720000.0,20400000.0,1440000.0,
Haiti,2007,21540000.0,20400000.0,1260000.0,
Haiti,2008,21540000.0,20400000.0,1020000.0,
Haiti,2009,21060000.0,20400000.0,960000.0,
Haiti,2010,21000000.0,20400000.0,540000.0,
Haiti,2011,20940000.0,20400000.0,540000.0,
Haiti,2012,21000000.0,20400000.0,660000.0,
Haiti,2013,20700000.0,20400000.0,480000.0,
Haiti,2014,20580000.0,20400000.0,180000.0,
Haiti,2015,20460000.0,20400000.0,180000.0,
Haiti,2016,20520000.0,20400000.0,60000.0,
Haiti,2017,20520000.0,20400000.0,120000.0,
Haiti,2018,20820000.0,20700000.0,120000.0,
Haiti,2019,20820000.0,20700000.0,120000.0,
Honduras,1990,94080000.0,11289240.0,104100000.0,
Honduras,1991,139320000.0,15426000.0,86640000.0,
Honduras,1992,115080000.0,14400000.0,117600000.0,
Honduras,1993,109740000.0,13800000.0,102300000.0,
Honduras,1994,130860000.0,15180000.0,103080000.0,
Honduras,1995,114540000.0,9660000.0,107760000.0,
Honduras,1996,120240000.0,10075440.0,123600000.0,
Honduras,1997,153840000.0,9660000.0,103320000.0,
Honduras,1998,131700000.0,8280000.0,139740000.0,
Honduras,1999,179100000.0,10080000.0,119220000.0,
Honduras,2000,160020000.0,13800000.0,172740000.0,
Honduras,2001,182160000.0,12000000.0,143520000.0,
Honduras,2002,149760000.0,12000000.0,162660000.0,
Honduras,2003,178080000.0,12000000.0,145500000.0,
Honduras,2004,154500000.0,13800000.0,166740000.0,
Honduras,2005,192240000.0,13800000.0,143520000.0,
Honduras,2006,207660000.0,13800000.0,173880000.0,
Honduras,2007,218400000.0,14700000.0,198720000.0,
Honduras,2008,207000000.0,16099980.0,195540000.0,
Honduras,2009,216180000.0,18400020.0,185040000.0,
Honduras,2010,259860000.0,20100000.0,200940000.0,
Honduras,2011,352920000.0,20400000.0,236820000.0,
Honduras,2012,281160000.0,20700000.0,330480000.0,
Honduras,2013,274980000.0,21000000.0,251100000.0,
Honduras,2014,316080000.0,21300000.0,255120000.0,
Honduras,2015,347160000.0,21900000.0,301800000.0,
Honduras,2016,447420000.0,22200000.0,318360000.0,
Honduras,2017,453600000.0,22500000.0,440460000.0,
Honduras,2018,429180000.0,22500000.0,428640000.0,
Honduras,2019,355860000.0,21000000.0,405900000.0,
Hungary,1990,,,,34440000.0
Hungary,1991,,,,38460000.0
Hungary,1992,,,,31320000.0
Hungary,1993,,,,40080000.0
Hungary,1994,,,,46260000.0
Hungary,1995,,,,31200000.0
Hungary,1996,,,,36180000.0
Hungary,1997,,,,40500000.0
Hungary,1998,,,,42960000.0
Hungary,1999,,,,45720000.0
Hungary,2000,,,,47400000.0
Hungary,2001,,,,49980000.0
Hungary,2002,,,,49680000.0
Hungary,2003,,,,51840000.0
Hungary,2004,,,,58620000.0
Hungary,2005,,,,51120000.0
Hungary,2006,,,,54060000.0
Hungary,2007,,,,53640000.0
Hungary,2008,,,,48660000.0
Hungary,2009,,,,42240000.0
Hungary,2010,,,,43620000.0
Hungary,2011,,,,38400000.0
Hungary,2012,,,,44880000.0
Hungary,2013,,,,33420000.0
Hungary,2014,,,,49980000.0
Hungary,2015,,,,42840000.0
Hungary,2016,,,,43500000.0
Hungary,2017,,,,43320000.0
Hungary,2018,,,,46740000.0
Hungary,2019,,,,46380000.0
India,1990,169740000.0,54180000.0,118740000.0,
India,1991,180000000.0,55000020.0,103620000.0,
India,1992,169380000.0,55020000.0,108960000.0,
India,1993,211980000.0,49999980.0,126120000.0,
India,1994,180120000.0,50100000.0,149760000.0,
India,1995,240720000.0,50220000.0,148020000.0,
India,1996,205020000.0,50280000.0,186180000.0,
India,1997,246540000.0,50340000.0,158400000.0,
India,1998,265020000.0,54000000.0,209220000.0,
India,1999,292020000.0,55500000.0,217320000.0,
India,2000,301200000.0,58500000.0,253740000.0,
India,2001,288600000.0,64020000.0,223800000.0,
India,2002,275280000.0,67980000.0,213000000.0,
India,2003,282480000.0,70020000.0,222420000.0,
India,2004,275460000.0,72120000.0,218820000.0,
India,2005,273960000.0,74280000.0,169740000.0,
India,2006,270000000.0,76500000.0,214680000.0,
India,2007,262020000.0,81000000.0,199140000.0,
India,2008,244320000.0,76500000.0,202620000.0,
India,2009,289620000.0,79500000.0,180420000.0,
India,2010,336000000.0,79500000.0,278820000.0,
India,2011,320040000.0,79500000.0,324840000.0,
India,2012,324180000.0,82500000.0,302640000.0,
India,2013,304500000.0,84000000.0,301980000.0,
India,2014,327000000.0,85800000.0,307860000.0,
India,2015,349800000.0,87000000.0,315720000.0,
India,2016,369660000.0,86400000.0,365160000.0,
India,2017,348780000.0,88200000.0,392520000.0,
India,2018,319500000.0,88500000.0,358020000.0,
India,2019,299280000.0,87000000.0,361680000.0,
Indonesia,1990,446460000.0,74520000.0,414180000.0,
Indonesia,1991,509580000.0,76800000.0,370260000.0,
Indonesia,1992,334140000.0,79140000.0,276240000.0,
Indonesia,1993,404580000.0,81540000.0,339720000.0,
Indonesia,1994,322080000.0,84000000.0,276300000.0,
Indonesia,1995,274380000.0,86580000.0,236820000.0,
Indonesia,1996,493260000.0,89160000.0,386400000.0,
Indonesia,1997,457260000.0,91920000.0,345300000.0,
Indonesia,1998,437760000.0,94680000.0,335880000.0,
Indonesia,1999,393420000.0,97560000.0,306900000.0,
Indonesia,2000,419220000.0,100560000.0,321480000.0,
Indonesia,2001,409980000.0,120000000.0,314580000.0,
Indonesia,2002,403860000.0,106740000.0,257160000.0,
Indonesia,2003,384240000.0,109980000.0,287700000.0,
Indonesia,2004,452160000.0,120000000.0,327360000.0,
Indonesia,2005,549540000.0,150000000.0,404640000.0,
Indonesia,2006,448980000.0,169980000.0,316800000.0,
Indonesia,2007,466620000.0,199980000.0,248940000.0,
Indonesia,2008,576720000.0,199980000.0,344460000.0,
Indonesia,2009,682800000.0,199980000.0,474420000.0,
Indonesia,2010,547740000.0,199980000.0,329340000.0,
Indonesia,2011,413340000.0,220020000.0,235200000.0,
Indonesia,2012,784200000.0,234000000.0,492360000.0,
Indonesia,2013,774060000.0,255000000.0,555300000.0,
Indonesia,2014,656760000.0,265020000.0,370500000.0,
Indonesia,2015,755100000.0,273000000.0,502740000.0,
Indonesia,2016,692460000.0,279000000.0,392700000.0,
Indonesia,2017,651120000.0,285000000.0,491880000.0,
Indonesia,2018,577080000.0,288000000.0,272340000.0,
Indonesia,2019,685980000.0,288360000.0,380040000.0,
Ireland,1990,,,,7740000.0
Ireland,1991,,,,7080000.0
Ireland,1992,,,,5700000.0
Ireland,1993,,,,6660000.0
Ireland,1994,,,,7860000.0
Ireland,1995,,,,6900000.0
Ireland,1996,,,,5880000.0
Ireland,1997,,,,6360000.0
Ireland,1998,,,,6120000.0
Ireland,1999,,,,8520000.0
Ireland,2000,,,,9300000.0
Ireland,2001,,,,10800000.0
Ireland,2002,,,,10620000.0
Ireland,2003,,,,13620000.0
Ireland,2004,,,,15840000.0
Ireland,2005,,,,15060000.0
Ireland,2006,,,,15120000.0
Ireland,2007,,,,15960000.0
Ireland,2008,,,,7620000.0
Ireland,2009,,,,8520000.0
Ireland,2010,,,,9900000.0
Ireland,2011,,,,12600000.0
Ireland,2012,,,,15120000.0
Ireland,2013,,,,13980000.0
Ireland,2014,,,,17520000.0
Ireland,2015,,,,21420000.0
Ireland,2016,,,,24180000.0
Ireland,2017,,,,25620000.0
Ireland,2018,,,,26400000.0
Ireland,2019,,,,26280000.0
Italy,1990,,,,314520000.0
Italy,1991,,,,277800000.0
Italy,1992,,,,275700000.0
Italy,1993,,,,335640000.0
Italy,1994,,,,333240000.0
Italy,1995,,,,323280000.0
Italy,1996,,,,336480000.0
Italy,1997,,,,344580000.0
Italy,1998,,,,353340000.0
Italy,1999,,,,356580000.0
Italy,2000,,,,378900000.0
Italy,2001,,,,392520000.0
Italy,2002,,,,391380000.0
Italy,2003,,,,415740000.0
Italy,2004,,,,421920000.0
Italy,2005,,,,436140000.0
Italy,2006,,,,452880000.0
Italy,2007,,,,481680000.0
Italy,2008,,,,490320000.0
Italy,2009,,,,484680000.0
Italy,2010,,,,494160000.0
Italy,2011,,,,501300000.0
Italy,2012,,,,521460000.0
Italy,2013,,,,529380000.0
Italy,2014,,,,561000000.0
Italy,2015,,,,559680000.0
Italy,2016,,,,613440000.0
Italy,2017,,,,601200000.0
Italy,2018,,,,638340000.0
Italy,2019,,,,654840000.0
Jamaica,1990,1380000.0,420000.0,900000.0,
Jamaica,1991,2340000.0,660000.0,1020000.0,
Jamaica,1992,1560000.0,360000.0,1320000.0,
Jamaica,1993,2040000.0,576000.0,1440000.0,
Jamaica,1994,2700000.0,900000.0,960000.0,
Jamaica,1995,2580000.0,900000.0,1560000.0,
Jamaica,1996,3240000.0,1080000.0,1620000.0,
Jamaica,1997,2820000.0,1200000.0,1800000.0,
Jamaica,1998,1740000.0,888000.0,1020000.0,
Jamaica,1999,2280000.0,660000.0,1440000.0,
Jamaica,2000,2220000.0,724020.0,1740000.0,
Jamaica,2001,1860000.0,600000.0,1680000.0,
Jamaica,2002,2220000.0,540000.0,1560000.0,
Jamaica,2003,2220000.0,540000.0,1500000.0,
Jamaica,2004,1260000.0,540000.0,1740000.0,
Jamaica,2005,2040000.0,540000.0,900000.0,
Jamaica,2006,2400000.0,540000.0,1500000.0,
Jamaica,2007,1200000.0,540000.0,1380000.0,
Jamaica,2008,1920000.0,540000.0,1260000.0,
Jamaica,2009,1500000.0,540000.0,1500000.0,
Jamaica,2010,1260000.0,540000.0,900000.0,
Jamaica,2011,1440000.0,540000.0,960000.0,
Jamaica,2012,1440000.0,540000.0,900000.0,
Jamaica,2013,1200000.0,540000.0,900000.0,
Jamaica,2014,1260000.0,540000.0,600000.0,
Jamaica,2015,1200000.0,540000.0,720000.0,
Jamaica,2016,1080000.0,540000.0,660000.0,
Jamaica,2017,1140000.0,540000.0,600000.0,
Jamaica,2018,1080000.0,540000.0,600000.0,
Jamaica,2019,1380000.0,540000.0,540000.0,
Japan,1990,,,,319800000.0
Japan,1991,,,,330600000.0
Japan,1992,,,,319560000.0
Japan,1993,,,,341460000.0
Japan,1994,,,,373020000.0
Japan,1995,,,,329340000.0
Japan,1996,,,,359640000.0
Japan,1997,,,,355260000.0
Japan,1998,,,,361620000.0
Japan,1999,,,,392820000.0
Japan,2000,,,,414480000.0
Japan,2001,,,,419760000.0
Japan,2002,,,,438420000.0
Japan,2003,,,,415380000.0
Japan,2004,,,,435240000.0
Japan,2005,,,,444480000.0
Japan,2006,,,,457920000.0
Japan,2007,,,,425160000.0
Japan,2008,,,,423600000.0
Japan,2009,,,,425400000.0
Japan,2010,,,,444420000.0
Japan,2011,,,,452640000.0
Japan,2012,,,,421500000.0
Japan,2013,,,,502860000.0
Japan,2014,,,,459420000.0
Japan,2015,,,,483780000.0
Japan,2016,,,,481560000.0
Japan,2017,,,,458820000.0
Japan,2018,,,,452400000.0
Japan,2019,,,,482400000.0
Kenya,1990,89100000.0,3000000.0,118140000.0,
Kenya,1991,90840000.0,3000000.0,93480000.0,
Kenya,1992,78960000.0,3000000.0,83040000.0,
Kenya,1993,79680000.0,3000000.0,86340000.0,
Kenya,1994,99780000.0,3000000.0,81480000.0,
Kenya,1995,99840000.0,3000000.0,87000000.0,
Kenya,1996,74820000.0,3000000.0,114120000.0,
Kenya,1997,52920000.0,3000000.0,69540000.0,
Kenya,1998,70380000.0,3000000.0,50460000.0,
Kenya,1999,90120000.0,3000000.0,66840000.0,
Kenya,2000,60120000.0,3000000.0,79680000.0,
Kenya,2001,59460000.0,3000000.0,65760000.0,
Kenya,2002,56700000.0,3000000.0,44160000.0,
Kenya,2003,40380000.0,3000000.0,55200000.0,
Kenya,2004,44160000.0,3000000.0,45240000.0,
Kenya,2005,39600000.0,3000000.0,40380000.0,
Kenya,2006,49560000.0,3000000.0,35820000.0,
Kenya,2007,39120000.0,3000000.0,49020000.0,
Kenya,2008,32460000.0,3000000.0,36480000.0,
Kenya,2009,37800000.0,3000000.0,31500000.0,
Kenya,2010,38460000.0,3000000.0,31860000.0,
Kenya,2011,45420000.0,3000000.0,36540000.0,
Kenya,2012,52500000.0,3000000.0,48180000.0,
Kenya,2013,50580000.0,3300000.0,48900000.0,
Kenya,2014,46200000.0,3300000.0,47940000.0,
Kenya,2015,47940000.0,3600000.0,42720000.0,
Kenya,2016,47580000.0,3600000.0,43620000.0,
Kenya,2017,47400000.0,3900000.0,42600000.0,
Kenya,2018,55800000.0,4200000.0,45180000.0,
Kenya,2019,50640000.0,4290000.0,50160000.0,
Lao People's Democratic Republic,1990,0.0,0.0,5880000.0,
Lao People's Democratic Republic,1991,0.0,0.0,5880000.0,
Lao People's Democratic Republic,1992,0.0,0.0,6120000.0,
Lao People's Democratic Republic,1993,0.0,0.0,8520000.0,
Lao People's Democratic Republic,1994,0.0,0.0,9180000.0,
Lao People's Democratic Republic,1995,0.0,0.0,9900000.0,
Lao People's Democratic Republic,1996,0.0,0.0,8640000.0,
Lao People's Democratic Republic,1997,0.0,0.0,6600000.0,
